NOP,NOP vs. POR,11/10/2022,L,240,95,33,79,41.8,10,28,35.7,19,24,79.2,9,36,45,19,3,5,17,21,-11
POR,POR @ NOP,11/10/2022,W,240,106,37,85,43.5,12,34,35.3,20,26,76.9,11,35,46,25,8,2,9,14,11
PHI,PHI @ ATL,11/10/2022,L,240,95,32,83,38.6,6,30,20.0,25,30,83.3,9,36,45,15,10,5,17,22,-9
ATL,ATL vs. PHI,11/10/2022,W,240,104,39,88,44.3,6,26,23.1,20,23,87.0,11,43,54,19,8,2,18,22,9
CHA,CHA @ MIA,11/10/2022,L,265,112,43,88,48.9,14,39,35.9,12,20,60.0,8,42,50,23,4,2,21,30,-5
MIA,MIA vs. CHA,11/10/2022,W,265,117,39,90,43.3,10,36,27.8,29,36,80.6,8,30,38,21,9,1,11,25,5
WAS,WAS vs. DAL,11/10/2022,W,240,113,41,84,48.8,12,30,40.0,19,20,95.0,8,44,52,25,5,5,17,21,8
DAL,DAL @ WAS,11/10/2022,L,240,105,37,86,43.0,18,47,38.3,13,21,61.9,7,34,41,19,9,1,13,13,-8
TOR,TOR vs. HOU,11/09/2022,W,240,116,42,102,41.2,15,44,34.1,17,20,85.0,22,28,50,19,12,9,13,26,7
DAL,DAL @ ORL,11/09/2022,L,240,87,32,85,37.6,11,42,26.2,12,19,63.2,4,25,29,17,14,4,6,19,-7
IND,IND vs. DEN,11/09/2022,L,240,119,45,96,46.9,14,42,33.3,15,19,78.9,11,33,44,28,9,5,18,23,-3
SAC,SAC vs. CLE,11/09/2022,W,240,127,40,76,52.6,17,39,43.6,30,35,85.7,2,22,24,30,12,4,9,20,7
CLE,CLE @ SAC,11/09/2022,L,240,120,46,86,53.5,11,26,42.3,17,20,85.0,12,30,42,24,4,1,18,23,-7
NYK,NYK @ BKN,11/09/2022,L,240,85,28,87,32.2,12,43,27.9,17,26,65.4,11,35,46,21,5,4,15,18,-27
BKN,BKN vs. NYK,11/09/2022,W,240,112,42,87,48.3,14,34,41.2,14,20,70.0,11,44,55,30,11,5,15,22,27
DEN,DEN @ IND,11/09/2022,W,240,122,43,88,48.9,12,28,42.9,24,26,92.3,11,36,47,27,10,7,22,15,3
LAL,LAL @ LAC,11/09/2022,L,240,101,40,88,45.5,10,32,31.3,11,17,64.7,8,35,43,26,7,2,16,20,-13
LAC,LAC vs. LAL,11/09/2022,W,240,114,41,81,50.6,12,33,36.4,20,26,76.9,6,35,41,24,10,7,15,24,13
ATL,ATL vs. UTA,11/09/2022,L,240,119,51,109,46.8,8,28,28.6,9,11,81.8,17,37,54,24,5,5,11,16,-6
HOU,HOU @ TOR,11/09/2022,L,240,109,37,84,44.0,9,35,25.7,26,31,83.9,16,33,49,29,9,7,16,18,-7
UTA,UTA @ ATL,11/09/2022,W,240,125,44,94,46.8,17,39,43.6,20,24,83.3,13,34,47,27,5,6,13,20,6
BOS,BOS vs. DET,11/09/2022,W,240,128,47,88,53.4,18,46,39.1,16,21,76.2,8,35,43,31,5,4,13,25,16
PHX,PHX @ MIN,11/09/2022,W,240,129,47,97,48.5,16,35,45.7,19,20,95.0,10,26,36,31,10,3,11,21,12
NOP,NOP @ CHI,11/09/2022,W,240,115,42,84,50.0,3,19,15.8,28,36,77.8,13,37,50,20,8,5,16,18,4
CHI,CHI vs. NOP,11/09/2022,L,240,111,44,87,50.6,7,27,25.9,16,18,88.9,6,29,35,23,5,8,15,23,-4
DET,DET @ BOS,11/09/2022,L,240,112,37,89,41.6,7,33,21.2,31,40,77.5,15,33,48,15,7,3,10,19,-16
SAS,SAS vs. MEM,11/09/2022,L,265,122,47,98,48.0,12,37,32.4,16,23,69.6,13,26,39,30,8,2,12,17,-2
MIN,MIN vs. PHX,11/09/2022,L,240,117,41,78,52.6,9,27,33.3,26,32,81.3,8,30,38,26,4,6,19,22,-12
OKC,OKC vs. MIL,11/09/2022,L,290,132,50,111,45.0,18,45,40.0,14,19,73.7,16,39,55,24,9,9,13,26,-4
MIL,MIL @ OKC,11/09/2022,W,290,136,50,106,47.2,17,36,47.2,19,22,86.4,11,44,55,27,8,7,17,23,4
POR,POR @ CHA,11/09/2022,W,240,105,40,75,53.3,11,34,32.4,14,25,56.0,8,37,45,28,5,4,18,19,10
CHA,CHA vs. POR,11/09/2022,L,240,95,34,91,37.4,10,40,25.0,17,24,70.8,20,22,42,21,10,3,11,22,-10
MEM,MEM @ SAS,11/09/2022,W,265,124,50,98,51.0,14,32,43.8,10,13,76.9,18,35,53,24,4,2,20,22,2
ORL,ORL vs. DAL,11/09/2022,W,240,94,36,73,49.3,8,21,38.1,14,21,66.7,4,45,49,20,1,6,19,20,7
PHX,PHX @ PHI,11/07/2022,L,240,88,32,73,43.8,6,19,31.6,18,22,81.8,6,31,37,19,8,5,15,24,-12
LAL,LAL @ UTA,11/07/2022,L,240,116,40,82,48.8,9,24,37.5,27,30,90.0,7,26,33,15,7,5,16,21,-23
GSW,GSW vs. SAC,11/07/2022,W,240,116,44,88,50.0,14,38,36.8,14,21,66.7,8,40,48,28,5,4,15,21,3
SAC,SAC @ GSW,11/07/2022,L,240,113,37,91,40.7,14,40,35.0,25,29,86.2,9,34,43,24,9,0,11,20,-3
WAS,WAS @ CHA,11/07/2022,W,240,108,42,80,52.5,5,19,26.3,19,30,63.3,10,37,47,21,2,6,15,18,8
UTA,UTA vs. LAL,11/07/2022,W,240,139,53,95,55.8,16,38,42.1,17,22,77.3,10,31,41,30,10,7,15,23,23
PHI,PHI vs. PHX,11/07/2022,W,240,100,31,80,38.8,12,32,37.5,26,31,83.9,15,33,48,22,5,6,16,17,12
BKN,BKN @ DAL,11/07/2022,L,240,94,35,80,43.8,10,29,34.5,14,19,73.7,14,20,34,22,13,5,14,26,-2
DAL,DAL vs. BKN,11/07/2022,W,240,96,32,72,44.4,12,28,42.9,20,24,83.3,12,29,41,18,7,3,22,20,2
LAC,LAC vs. CLE,11/07/2022,W,240,119,40,79,50.6,17,38,44.7,22,28,78.6,4,27,31,19,8,2,9,19,2
MIL,MIL @ ATL,11/07/2022,L,240,98,36,87,41.4,13,40,32.5,13,16,81.3,6,35,41,21,5,9,19,18,-19
ATL,ATL vs. MIL,11/07/2022,W,240,117,46,99,46.5,11,29,37.9,14,17,82.4,12,36,48,23,11,3,12,18,19
CLE,CLE @ LAC,11/07/2022,L,240,117,43,83,51.8,16,33,48.5,15,21,71.4,10,38,48,29,6,2,17,21,-2
IND,IND vs. NOP,11/07/2022,W,240,129,43,86,50.0,22,48,45.8,21,23,91.3,10,35,45,33,6,8,17,19,7
NYK,NYK @ MIN,11/07/2022,W,240,120,39,89,43.8,19,48,39.6,23,25,92.0,9,34,43,26,13,2,19,23,13
MIN,MIN vs. NYK,11/07/2022,L,240,107,38,81,46.9,11,41,26.8,20,24,83.3,4,35,39,28,7,8,18,18,-13
NOP,NOP @ IND,11/07/2022,L,240,122,48,97,49.5,14,34,41.2,12,17,70.6,13,30,43,32,7,4,10,20,-7
SAS,SAS vs. DEN,11/07/2022,L,240,109,43,82,52.4,12,33,36.4,11,18,61.1,10,28,38,31,14,5,24,17,-6
DEN,DEN @ SAS,11/07/2022,W,240,115,47,88,53.4,8,24,33.3,13,20,65.0,8,32,40,33,14,7,22,14,6
OKC,OKC @ DET,11/07/2022,L,240,103,41,102,40.2,10,33,30.3,11,17,64.7,16,30,46,23,9,11,10,26,-9
DET,DET vs. OKC,11/07/2022,W,240,112,39,93,41.9,9,33,27.3,25,33,75.8,16,42,58,20,6,9,16,19,9
CHA,CHA vs. WAS,11/07/2022,L,240,100,42,101,41.6,5,32,15.6,11,16,68.8,17,28,45,27,8,7,11,23,-8
MIA,MIA vs. POR,11/07/2022,L,240,107,40,84,47.6,14,39,35.9,13,15,86.7,5,27,32,28,11,2,12,18,-3
POR,POR @ MIA,11/07/2022,W,240,110,38,72,52.8,16,37,43.2,18,21,85.7,4,33,37,27,7,2,19,16,3
MEM,MEM vs. BOS,11/07/2022,L,240,106,41,91,45.1,15,44,34.1,9,14,64.3,8,37,45,27,4,4,11,23,-3
BOS,BOS @ MEM,11/07/2022,W,240,109,38,82,46.3,12,37,32.4,21,28,75.0,7,38,45,26,5,6,15,19,3
HOU,HOU @ ORL,11/07/2022,W,240,134,46,87,52.9,24,48,50.0,18,25,72.0,14,26,40,31,9,6,22,23,7
ORL,ORL vs. HOU,11/07/2022,L,240,127,45,82,54.9,12,25,48.0,25,31,80.6,11,26,37,27,7,4,20,25,-7
CHI,CHI vs. TOR,11/07/2022,W,240,111,42,80,52.5,9,28,32.1,18,22,81.8,9,40,49,30,7,7,22,21,14
TOR,TOR @ CHI,11/07/2022,L,240,97,36,85,42.4,9,28,32.1,16,22,72.7,5,26,31,24,10,7,15,20,-14
TOR,TOR vs. CHI,11/06/2022,W,240,113,44,103,42.7,10,37,27.0,15,20,75.0,23,29,52,28,11,10,9,16,9
CHI,CHI @ TOR,11/06/2022,L,240,104,40,88,45.5,13,36,36.1,11,13,84.6,15,31,46,27,5,10,17,20,-9
MEM,MEM vs. WAS,11/06/2022,W,240,103,39,91,42.9,9,29,31.0,16,20,80.0,12,38,50,20,8,2,11,17,6
WAS,WAS @ MEM,11/06/2022,L,240,97,41,96,42.7,8,41,19.5,7,10,70.0,15,34,49,25,5,5,10,21,-6
CLE,CLE @ LAL,11/06/2022,W,240,114,37,84,44.0,8,32,25.0,32,36,88.9,9,39,48,19,7,6,14,20,14
LAL,LAL vs. CLE,11/06/2022,L,240,100,40,87,46.0,8,27,29.6,12,21,57.1,10,33,43,24,4,4,17,26,-14
UTA,UTA @ LAC,11/06/2022,W,240,110,35,75,46.7,15,40,37.5,25,26,96.2,7,35,42,18,5,4,21,15,8
LAC,LAC vs. UTA,11/06/2022,L,240,102,43,87,49.4,8,33,24.2,8,13,61.5,4,28,32,22,11,2,14,26,-8
BKN,BKN @ CHA,11/05/2022,W,240,98,33,84,39.3,12,36,33.3,20,22,90.9,9,32,41,23,8,10,11,21,4
CHA,CHA vs. BKN,11/05/2022,L,240,94,32,86,37.2,14,42,33.3,16,23,69.6,13,37,50,22,3,6,15,21,-4
BOS,BOS @ NYK,11/05/2022,W,240,133,47,88,53.4,27,51,52.9,12,12,100,8,26,34,30,5,2,13,17,15
NYK,NYK vs. BOS,11/05/2022,L,240,118,46,90,51.1,11,27,40.7,15,16,93.8,12,32,44,22,6,4,14,14,-15
ORL,ORL vs. SAC,11/05/2022,L,265,123,50,92,54.3,4,23,17.4,19,20,95.0,7,41,48,27,8,4,18,26,-3
DEN,DEN vs. SAS,11/05/2022,W,240,126,53,87,60.9,15,29,51.7,5,10,50.0,10,37,47,37,10,0,18,15,25
SAS,SAS @ DEN,11/05/2022,L,240,101,39,80,48.8,12,30,40.0,11,19,57.9,6,22,28,28,8,3,15,13,-25
SAC,SAC @ ORL,11/05/2022,W,265,126,47,93,50.5,15,40,37.5,17,26,65.4,6,30,36,24,5,4,14,20,3
OKC,OKC @ MIL,11/05/2022,L,240,94,36,84,42.9,12,35,34.3,10,16,62.5,9,29,38,22,6,3,16,18,-14
MIL,MIL vs. OKC,11/05/2022,W,240,108,38,90,42.2,17,47,36.2,15,17,88.2,18,37,55,23,7,6,19,16,14
POR,POR @ PHX,11/05/2022,L,240,82,30,79,38.0,7,15,46.7,15,24,62.5,8,32,40,22,5,7,18,26,-20
PHX,PHX vs. POR,11/05/2022,W,240,102,35,82,42.7,11,30,36.7,21,28,75.0,11,33,44,22,7,14,14,22,20
MIN,MIN vs. HOU,11/05/2022,W,240,129,49,80,61.3,15,33,45.5,16,20,80.0,9,27,36,38,11,5,24,27,12
HOU,HOU @ MIN,11/05/2022,L,240,117,40,84,47.6,16,38,42.1,21,31,67.7,12,21,33,27,10,0,23,18,-12
ATL,ATL vs. NOP,11/05/2022,W,265,124,47,103,45.6,9,36,25.0,21,25,84.0,12,38,50,28,12,8,13,23,3
NOP,NOP @ ATL,11/05/2022,L,265,121,47,108,43.5,7,23,30.4,20,28,71.4,19,40,59,23,8,6,16,24,-3
BKN,BKN @ WAS,11/04/2022,W,240,128,50,90,55.6,14,28,50.0,14,14,100,7,41,48,32,8,7,9,19,42
WAS,WAS vs. BKN,11/04/2022,L,240,86,30,83,36.1,8,34,23.5,18,22,81.8,7,32,39,18,4,3,13,15,-42
BOS,BOS vs. CHI,11/04/2022,W,240,123,41,83,49.4,9,31,29.0,32,39,82.1,7,32,39,24,5,7,14,23,4
CHI,CHI @ BOS,11/04/2022,L,240,119,43,83,51.8,11,28,39.3,22,25,88.0,4,33,37,21,8,5,17,28,-4
MEM,MEM vs. CHA,11/04/2022,W,240,130,50,98,51.0,16,36,44.4,14,18,77.8,18,42,60,34,6,10,19,20,31
MIA,MIA @ IND,11/04/2022,L,240,99,31,81,38.3,11,39,28.2,26,26,100,8,34,42,17,10,2,19,22,-2
IND,IND vs. MIA,11/04/2022,W,240,101,37,80,46.3,12,39,30.8,15,23,65.2,5,37,42,28,7,5,19,19,2
CHA,CHA @ MEM,11/04/2022,L,240,99,33,86,38.4,8,27,29.6,25,31,80.6,12,29,41,22,11,7,18,17,-31
SAS,SAS vs. LAC,11/04/2022,L,240,106,42,88,47.7,12,31,38.7,10,18,55.6,6,29,35,23,7,2,13,17,-7
LAC,LAC @ SAS,11/04/2022,W,240,113,42,80,52.5,15,33,45.5,14,19,73.7,3,41,44,26,6,5,16,25,7
NOP,NOP vs. GSW,11/04/2022,W,240,114,41,81,50.6,12,29,41.4,20,29,69.0,9,28,37,24,10,2,16,21,9
GSW,GSW @ NOP,11/04/2022,L,240,105,35,71,49.3,12,32,37.5,23,25,92.0,3,26,29,23,7,1,23,25,-9
LAL,LAL vs. UTA,11/04/2022,L,240,116,40,83,48.2,11,26,42.3,25,28,89.3,9,31,40,22,6,6,11,17,-14
UTA,UTA @ LAL,11/04/2022,W,240,130,52,103,50.5,17,40,42.5,9,10,90.0,15,33,48,31,8,3,8,22,14
MIL,MIL @ MIN,11/04/2022,W,240,115,41,85,48.2,17,38,44.7,16,28,57.1,7,44,51,29,7,2,13,22,13
MIN,MIN vs. MIL,11/04/2022,L,240,102,39,92,42.4,11,41,26.8,13,17,76.5,10,37,47,22,2,4,16,25,-13
NYK,NYK @ PHI,11/04/2022,W,240,106,37,80,46.3,9,33,27.3,23,27,85.2,10,40,50,24,5,8,22,21,2
DET,DET vs. CLE,11/04/2022,L,240,88,31,83,37.3,13,37,35.1,13,15,86.7,9,25,34,16,10,6,19,22,-24
CLE,CLE @ DET,11/04/2022,W,240,112,44,81,54.3,11,26,42.3,13,16,81.3,10,37,47,30,5,13,19,15,24
DAL,DAL vs. TOR,11/04/2022,W,240,111,39,77,50.6,12,34,35.3,21,25,84.0,6,25,31,23,12,3,19,21,1
TOR,TOR @ DAL,11/04/2022,L,240,110,39,88,44.3,11,34,32.4,21,25,84.0,18,26,44,20,10,4,19,22,-1
PHI,PHI vs. NYK,11/04/2022,L,240,104,37,98,37.8,13,47,27.7,17,21,81.0,13,31,44,27,12,8,15,25,-2
PHX,PHX vs. POR,11/04/2022,L,240,106,36,83,43.4,14,34,41.2,20,21,95.2,13,26,39,26,8,4,17,22,-2
POR,POR @ PHX,11/04/2022,W,240,108,43,85,50.6,10,23,43.5,12,15,80.0,11,31,42,30,6,3,18,24,2
DEN,DEN @ OKC,11/03/2022,W,240,122,45,84,53.6,18,31,58.1,14,16,87.5,8,39,47,32,5,2,20,15,12
ORL,ORL vs. GSW,11/03/2022,W,240,130,42,78,53.8,13,30,43.3,33,46,71.7,11,35,46,20,9,6,19,22,1
GSW,GSW @ ORL,11/03/2022,L,240,129,50,97,51.5,19,43,44.2,10,15,66.7,9,26,35,31,5,3,14,32,-1
OKC,OKC vs. DEN,11/03/2022,L,240,110,45,93,48.4,6,29,20.7,14,19,73.7,10,30,40,19,9,5,10,19,-12
TOR,TOR @ SAS,11/02/2022,W,240,143,57,106,53.8,14,33,42.4,15,16,93.8,9,41,50,31,16,6,11,17,43
WAS,WAS @ PHI,11/02/2022,W,240,121,45,78,57.7,5,21,23.8,26,32,81.3,7,36,43,27,4,9,8,18,10
PHI,PHI vs. WAS,11/02/2022,L,240,111,39,84,46.4,19,36,52.8,14,20,70.0,6,26,32,25,3,1,8,25,-10
BOS,BOS @ CLE,11/02/2022,L,265,113,38,93,40.9,11,41,26.8,26,27,96.3,8,44,52,26,5,9,14,24,-1
ATL,ATL @ NYK,11/02/2022,W,240,112,44,107,41.1,12,34,35.3,12,16,75.0,17,34,51,28,11,4,9,18,13
LAL,LAL vs. NOP,11/02/2022,W,265,120,45,98,45.9,10,36,27.8,20,23,87.0,11,45,56,30,6,8,18,17,3
NOP,NOP @ LAL,11/02/2022,L,265,117,47,102,46.1,8,25,32.0,15,21,71.4,11,40,51,35,10,5,14,20,-3
NYK,NYK vs. ATL,11/02/2022,L,240,99,37,90,41.1,10,36,27.8,15,20,75.0,12,40,52,23,3,9,17,19,-13
CLE,CLE vs. BOS,11/02/2022,W,265,114,42,100,42.0,11,39,28.2,19,24,79.2,9,42,51,24,6,4,11,23,1
MEM,MEM @ POR,11/02/2022,W,240,111,38,83,45.8,13,28,46.4,22,27,81.5,10,36,46,28,7,5,15,19,5
POR,POR vs. MEM,11/02/2022,L,240,106,36,89,40.4,13,33,39.4,21,26,80.8,16,30,46,27,5,3,20,17,-5
MIL,MIL vs. DET,11/02/2022,W,240,116,43,92,46.7,10,38,26.3,20,24,83.3,15,37,52,24,17,5,16,16,25
DET,DET @ MIL,11/02/2022,L,240,91,33,79,41.8,11,31,35.5,14,15,93.3,2,33,35,18,7,3,21,22,-25
LAC,LAC @ HOU,11/02/2022,W,240,109,41,84,48.8,12,33,36.4,15,19,78.9,9,34,43,20,10,6,15,20,8
HOU,HOU vs. LAC,11/02/2022,L,240,101,37,88,42.0,11,38,28.9,16,21,76.2,16,34,50,17,9,5,19,22,-8
SAC,SAC @ MIA,11/02/2022,L,240,107,41,86,47.7,13,36,36.1,12,14,85.7,4,35,39,29,4,3,12,18,-3
MIA,MIA vs. SAC,11/02/2022,W,240,110,44,89,49.4,11,34,32.4,11,13,84.6,9,37,46,27,5,5,11,20,3
SAS,SAS vs. TOR,11/02/2022,L,240,100,37,94,39.4,14,43,32.6,12,14,85.7,13,33,46,29,3,6,23,20,-43
CHA,CHA @ CHI,11/02/2022,L,240,88,36,92,39.1,7,32,21.9,9,16,56.3,13,34,47,22,12,12,17,14,-18
CHI,CHI vs. CHA,11/02/2022,W,240,106,38,88,43.2,14,31,45.2,16,18,88.9,11,40,51,28,6,9,20,18,18
DAL,DAL vs. UTA,11/02/2022,W,240,103,42,84,50.0,11,38,28.9,8,15,53.3,7,30,37,20,9,4,12,14,3
UTA,UTA @ DAL,11/02/2022,L,240,100,39,84,46.4,10,30,33.3,12,14,85.7,12,28,40,28,6,1,17,17,-3
GSW,GSW @ MIA,11/01/2022,L,240,109,39,84,46.4,18,49,36.7,13,17,76.5,10,31,41,31,8,5,20,22,-7
MIA,MIA vs. GSW,11/01/2022,W,240,116,40,88,45.5,16,42,38.1,20,20,100,9,30,39,32,7,3,15,16,7
ORL,ORL @ OKC,11/01/2022,L,240,108,39,87,44.8,10,29,34.5,20,20,100,12,37,49,20,7,10,25,14,-8
PHX,PHX vs. MIN,11/01/2022,W,240,116,41,89,46.1,17,43,39.5,17,22,77.3,7,27,34,31,9,8,11,20,9
MIN,MIN @ PHX,11/01/2022,L,240,107,37,87,42.5,13,34,38.2,20,24,83.3,10,32,42,24,5,4,18,24,-9
CHI,CHI @ BKN,11/01/2022,W,240,108,39,89,43.8,12,30,40.0,18,21,85.7,11,33,44,20,8,4,10,13,9
BKN,BKN vs. CHI,11/01/2022,L,240,99,36,74,48.6,12,32,37.5,15,19,78.9,4,34,38,27,4,7,18,20,-9
OKC,OKC vs. ORL,11/01/2022,W,240,116,45,95,47.4,10,34,29.4,16,20,80.0,8,28,36,28,13,9,17,17,8
BKN,BKN vs. IND,10/31/2022,W,240,116,43,80,53.8,11,30,36.7,19,20,95.0,6,33,39,26,11,9,20,18,7
IND,IND @ BKN,10/31/2022,L,240,109,41,87,47.1,11,39,28.2,16,23,69.6,10,28,38,23,11,5,24,24,-7
DET,DET @ MIL,10/31/2022,L,240,108,41,92,44.6,8,29,27.6,18,21,85.7,13,30,43,19,9,3,12,24,-2
MIL,MIL vs. DET,10/31/2022,W,240,110,38,87,43.7,11,40,27.5,23,29,79.3,14,35,49,24,5,5,16,21,2
UTA,UTA vs. MEM,10/31/2022,W,240,121,42,89,47.2,19,47,40.4,18,22,81.8,11,37,48,26,10,6,16,30,16
MEM,MEM @ UTA,10/31/2022,L,240,105,38,92,41.3,6,26,23.1,23,42,54.8,18,34,52,14,8,4,16,17,-16
ATL,ATL @ TOR,10/31/2022,L,240,109,39,84,46.4,11,29,37.9,20,25,80.0,7,30,37,28,1,4,18,27,-30
TOR,TOR vs. ATL,10/31/2022,W,240,139,46,92,50.0,14,34,41.2,33,40,82.5,12,32,44,25,13,9,7,22,30
PHI,PHI @ WAS,10/31/2022,W,240,118,46,83,55.4,12,30,40.0,14,20,70.0,4,33,37,26,14,3,14,20,7
WAS,WAS vs. PHI,10/31/2022,L,240,111,38,81,46.9,10,25,40.0,25,26,96.2,9,32,41,22,8,4,16,18,-7
LAC,LAC vs. HOU,10/31/2022,W,240,95,37,87,42.5,9,36,25.0,12,17,70.6,8,38,46,23,7,10,14,18,2
SAC,SAC @ CHA,10/31/2022,W,240,115,37,85,43.5,17,44,38.6,24,28,85.7,10,32,42,26,8,4,19,19,7
CHA,CHA vs. SAC,10/31/2022,L,240,108,43,84,51.2,14,29,48.3,8,14,57.1,6,32,38,31,11,6,21,26,-7
HOU,HOU @ LAC,10/31/2022,L,240,93,34,88,38.6,8,28,28.6,17,23,73.9,7,37,44,17,9,8,15,16,-2
BOS,BOS vs. WAS,10/30/2022,W,240,112,36,79,45.6,21,47,44.7,19,20,95.0,4,43,47,29,4,5,14,15,18
WAS,WAS @ BOS,10/30/2022,L,240,94,38,98,38.8,7,32,21.9,11,16,68.8,15,36,51,22,5,6,10,20,-18
NYK,NYK @ CLE,10/30/2022,L,240,108,45,92,48.9,10,27,37.0,8,16,50.0,12,33,45,26,9,2,14,25,-13
CLE,CLE vs. NYK,10/30/2022,W,240,121,41,89,46.1,23,50,46.0,16,19,84.2,10,33,43,33,3,5,14,22,13
NOP,NOP @ LAC,10/30/2022,W,240,112,46,93,49.5,15,36,41.7,5,8,62.5,12,38,50,32,9,1,13,15,21
LAC,LAC vs. NOP,10/30/2022,L,240,91,36,86,41.9,11,39,28.2,8,13,61.5,8,31,39,24,3,6,15,15,-21
MIN,MIN @ SAS,10/30/2022,L,240,98,40,99,40.4,4,29,13.8,14,20,70.0,16,29,45,21,11,7,11,23,-9
GSW,GSW @ DET,10/30/2022,L,240,114,39,92,42.4,12,39,30.8,24,25,96.0,13,29,42,23,8,4,15,24,-14
DET,DET vs. GSW,10/30/2022,W,240,128,40,83,48.2,14,33,42.4,34,38,89.5,12,35,47,24,4,3,16,25,14
SAS,SAS vs. MIN,10/30/2022,W,240,107,36,86,41.9,16,40,40.0,19,25,76.0,14,38,52,27,6,7,20,21,9
DAL,DAL vs. ORL,10/30/2022,W,240,114,41,83,49.4,11,35,31.4,21,28,75.0,5,32,37,15,10,1,4,22,9
HOU,HOU @ PHX,10/30/2022,L,240,109,38,87,43.7,11,34,32.4,22,26,84.6,17,32,49,18,7,1,15,25,-15
ORL,ORL @ DAL,10/30/2022,L,240,105,37,81,45.7,11,29,37.9,20,27,74.1,11,36,47,20,2,5,12,23,-9
LAL,LAL vs. DEN,10/30/2022,W,240,121,46,96,47.9,13,30,43.3,16,20,80.0,13,38,51,24,5,5,9,17,11
DEN,DEN @ LAL,10/30/2022,L,240,110,41,96,42.7,15,40,37.5,13,18,72.2,13,35,48,24,3,8,9,15,-11
PHX,PHX vs. HOU,10/30/2022,W,240,124,45,84,53.6,12,40,30.0,22,30,73.3,10,26,36,29,9,8,12,22,15
SAC,SAC vs. MIA,10/29/2022,W,240,119,42,76,55.3,14,31,45.2,21,29,72.4,6,37,43,27,1,6,21,29,6
CHI,CHI vs. PHI,10/29/2022,L,240,109,36,80,45.0,11,31,35.5,26,29,89.7,9,31,40,22,7,3,18,20,-5
ATL,ATL @ MIL,10/29/2022,L,240,115,45,94,47.9,13,29,44.8,12,15,80.0,12,30,42,19,5,2,13,23,-8
UTA,UTA vs. MEM,10/29/2022,W,240,124,45,87,51.7,19,44,43.2,15,20,75.0,10,24,34,30,8,6,20,17,1
MEM,MEM @ UTA,10/29/2022,L,240,123,50,88,56.8,12,27,44.4,11,15,73.3,10,30,40,24,11,5,20,26,-1
MIL,MIL vs. ATL,10/29/2022,W,240,123,45,92,48.9,14,36,38.9,19,29,65.5,14,35,49,24,8,5,12,18,8
MIA,MIA @ SAC,10/29/2022,L,240,113,38,89,42.7,11,28,39.3,26,31,83.9,9,25,34,18,7,3,9,25,-6
DAL,DAL vs. OKC,10/29/2022,L,265,111,38,95,40.0,8,40,20.0,27,34,79.4,12,37,49,17,8,5,16,30,-6
OKC,OKC @ DAL,10/29/2022,W,265,117,44,89,49.4,5,25,20.0,24,31,77.4,9,38,47,25,9,6,15,29,6
PHI,PHI @ CHI,10/29/2022,W,240,114,39,79,49.4,14,29,48.3,22,27,81.5,8,33,41,28,8,6,19,22,5
IND,IND @ BKN,10/29/2022,W,240,125,40,94,42.6,23,46,50.0,22,26,84.6,17,36,53,31,7,1,12,25,9
BKN,BKN vs. IND,10/29/2022,L,240,116,41,82,50.0,14,39,35.9,20,26,76.9,6,28,34,29,6,9,9,20,-9
CHA,CHA vs. GSW,10/29/2022,W,265,120,43,102,42.2,10,31,32.3,24,31,77.4,15,40,55,32,2,2,10,14,7
GSW,GSW @ CHA,10/29/2022,L,265,113,44,100,44.0,13,44,29.5,12,16,75.0,10,39,49,31,8,6,10,31,-7
ORL,ORL vs. CHA,10/28/2022,W,240,113,42,85,49.4,10,37,27.0,19,26,73.1,5,43,48,28,8,5,12,22,20
LAL,LAL @ MIN,10/28/2022,L,240,102,37,89,41.6,9,29,31.0,19,27,70.4,12,43,55,20,8,5,22,21,-9
POR,POR vs. HOU,10/28/2022,W,240,125,48,90,53.3,13,35,37.1,16,20,80.0,11,34,45,30,9,6,16,19,14
PHX,PHX vs. NOP,10/28/2022,W,240,124,48,92,52.2,10,33,30.3,18,20,90.0,14,33,47,33,7,7,12,18,13
MIN,MIN vs. LAL,10/28/2022,W,240,111,41,99,41.4,13,40,32.5,16,24,66.7,14,35,49,27,13,8,10,21,9
NOP,NOP @ PHX,10/28/2022,L,240,111,38,86,44.2,15,37,40.5,20,22,90.9,9,24,33,25,10,1,14,21,-13
BOS,BOS vs. CLE,10/28/2022,L,265,123,42,82,51.2,13,33,39.4,26,32,81.3,5,29,34,28,9,2,19,27,-9
SAS,SAS vs. CHI,10/28/2022,W,240,129,46,86,53.5,16,38,42.1,21,26,80.8,8,34,42,37,7,3,21,17,5
CLE,CLE @ BOS,10/28/2022,W,265,132,45,87,51.7,16,35,45.7,26,34,76.5,9,33,42,18,5,2,16,28,9
DET,DET vs. ATL,10/28/2022,L,240,112,37,86,43.0,7,32,21.9,31,38,81.6,14,28,42,18,2,4,11,22,-24
ATL,ATL @ DET,10/28/2022,W,240,136,55,97,56.7,12,29,41.4,14,18,77.8,10,35,45,31,5,8,7,26,24
CHI,CHI @ SAS,10/28/2022,L,240,124,47,99,47.5,9,27,33.3,21,26,80.8,15,27,42,20,13,3,13,19,-5
TOR,TOR vs. PHI,10/28/2022,L,240,90,33,86,38.4,9,39,23.1,15,24,62.5,15,30,45,20,9,5,17,15,-22
